x-axis,F1
second,Volt
-5.406800E-03,+160.608396E-03
-5.403400E-03,+77.477141E-03
-5.400000E-03,+150.490329E-03
-5.396600E-03,+17.391009E-03
-5.393200E-03,+135.872175E-03
-5.389800E-03,+128.563098E-03
-5.386400E-03,+160.608396E-03
-5.383000E-03,+160.608396E-03
-5.379600E-03,+134.258660E-03
-5.376200E-03,+221.890003E-03
-5.372800E-03,+160.608396E-03
-5.369400E-03,+84.708634E-03
-5.366000E-03,+83.172704E-03
-5.362600E-03,+90.481781E-03
-5.359200E-03,+160.608396E-03
-5.355800E-03,+240.930662E-03
-5.352400E-03,+160.608396E-03
-5.349000E-03,+119.718090E-03
-5.345600E-03,+113.867359E-03
-5.342200E-03,+134.336244E-03
-5.338800E-03,+160.608396E-03
-5.335400E-03,+160.608396E-03
-5.332000E-03,+160.608396E-03
-5.328600E-03,+83.250287E-03
-5.325200E-03,+160.608396E-03
-5.321800E-03,+143.026084E-03
-5.318400E-03,+160.608396E-03
-5.315000E-03,+176.529730E-03
-5.311600E-03,+80.286130E-03
-5.308200E-03,+80.286130E-03
-5.304800E-03,+160.608396E-03
-5.301400E-03,+99.171621E-03
-5.298000E-03,+80.286130E-03
-5.294600E-03,+88.820803E-03
-5.291200E-03,+157.566655E-03
-5.287800E-03,+160.608396E-03
-5.284400E-03,+97.946026E-03
-5.281000E-03,+160.608396E-03
-5.277600E-03,+80.286130E-03
-5.274200E-03,+121.021269E-03
-5.270800E-03,+46.860069E-03
-5.267400E-03,+80.286130E-03
-5.264000E-03,+141.800489E-03
-5.260600E-03,+80.286130E-03
-5.257200E-03,+80.286130E-03
-5.253800E-03,+77.166806E-03
-5.250400E-03,+160.608396E-03
-5.247000E-03,+142.870917E-03
-5.243600E-03,-36.135E-06
-5.240200E-03,+80.286130E-03
-5.236800E-03,+39.628575E-03
-5.233400E-03,+80.286130E-03
-5.230000E-03,+52.042666E-03
-5.226600E-03,+80.286130E-03
-5.223200E-03,+11.385111E-03
-5.219800E-03,+76.173962E-03
-5.216400E-03,-36.135E-06
-5.213000E-03,+80.286130E-03
-5.209600E-03,-62.543338E-03
-5.206200E-03,+80.286130E-03
-5.202800E-03,+32.397082E-03
-5.199400E-03,-40.616106E-03
-5.196000E-03,+33.234759E-03
-5.192600E-03,-54.396584E-03
-5.189200E-03,-43.052922E-03
-5.185800E-03,-36.135E-06
-5.182400E-03,-36.135E-06
-5.179000E-03,-36.135E-06
-5.175600E-03,-36.135E-06
